Data;Cliente ID;Produto SKU;Qtde.;;;;
01/04/2021;C0019;AS005;868;;;;
01/04/2021;C0011;AT001;473;;;;
01/04/2021;C0011;AT002;1551;;;;
01/04/2021;C0019;CL001;768;;;;
01/04/2021;C0019;CL002;588;;;;
01/04/2021;C0019;CS001;446;;;;
01/04/2021;C0019;CS002;1358;;;;
01/04/2021;C0019;CS003;1223;;;;
01/04/2021;C0011;CS004;684;;;;
01/04/2021;C0019;AL002;451;;;;
01/04/2021;C0011;AS001;725;;;;
01/04/2021;C0019;AS002;426;;;;
02/04/2021;C0022;AS003;1662;;;;
02/04/2021;C0020;AS004;639;;;;
02/04/2021;C0008;AS005;641;;;;
02/04/2021;C0011;AT001;591;;;;
02/04/2021;C0020;AT002;531;;;;
02/04/2021;C0011;CL001;956;;;;
02/04/2021;C0008;CL002;265;;;;
02/04/2021;C0020;CS001;405;;;;
02/04/2021;C0011;CS002;832;;;;
02/04/2021;C0008;CS003;525;;;;
02/04/2021;C0008;CS004;1588;;;;
02/04/2021;C0020;AL002;1320;;;;
02/04/2021;C0020;AS001;1040;;;;
02/04/2021;C0008;AS002;599;;;;
05/04/2021;C0024;AS003;515;;;;
05/04/2021;C0020;AS004;835;;;;
05/04/2021;C0017;AS005;482;;;;
05/04/2021;C0024;AT001;276;;;;
05/04/2021;C0024;AT002;315;;;;
05/04/2021;C0024;CL001;446;;;;
05/04/2021;C0017;CL002;786;;;;
05/04/2021;C0024;CS001;1427;;;;
05/04/2021;C0020;CS002;535;;;;
05/04/2021;C0020;CS003;497;;;;
05/04/2021;C0024;CS004;566;;;;
05/04/2021;C0024;AL002;694;;;;
06/04/2021;C0022;AS001;1109;;;;
06/04/2021;C0020;AS002;1345;;;;
06/04/2021;C0008;AS003;1276;;;;
06/04/2021;C0022;AS004;305;;;;
06/04/2021;C0008;AS005;230;;;;
06/04/2021;C0020;AT001;856;;;;
06/04/2021;C0008;AT002;480;;;;
06/04/2021;C0008;CL001;894;;;;
06/04/2021;C0022;CL002;518;;;;
06/04/2021;C0020;CS001;622;;;;
06/04/2021;C0008;CS002;511;;;;
06/04/2021;C0020;CS003;1076;;;;
06/04/2021;C0022;CS004;120;;;;
07/04/2021;C0015;AL002;340;;;;
07/04/2021;C0028;AS001;1192;;;;
07/04/2021;C0008;AS002;339;;;;
07/04/2021;C0015;AS003;158;;;;
07/04/2021;C0028;AS004;346;;;;
07/04/2021;C0008;AS005;321;;;;
07/04/2021;C0028;AT001;746;;;;
07/04/2021;C0015;AT002;614;;;;
07/04/2021;C0028;CL001;521;;;;
07/04/2021;C0008;CL002;548;;;;
07/04/2021;C0008;CS001;625;;;;
07/04/2021;C0028;CS002;956;;;;
08/04/2021;C0018;CS003;1021;;;;
08/04/2021;C0001;CS004;240;;;;
08/04/2021;C0020;AL002;762;;;;
08/04/2021;C0001;AS001;1145;;;;
08/04/2021;C0018;AS002;1082;;;;
08/04/2021;C0001;AS003;369;;;;
08/04/2021;C0020;AS004;574;;;;
08/04/2021;C0001;AS005;602;;;;
08/04/2021;C0001;AT001;700;;;;
08/04/2021;C0020;AT002;265;;;;
08/04/2021;C0001;CL001;293;;;;
08/04/2021;C0018;CL002;630;;;;
08/04/2021;C0018;CS001;773;;;;
08/04/2021;C0018;CS002;477;;;;
08/04/2021;C0001;CS003;283;;;;
09/04/2021;C0022;CS004;701;;;;
09/04/2021;C0006;AL002;973;;;;
09/04/2021;C0028;AS001;742;;;;
09/04/2021;C0027;AS002;555;;;;
09/04/2021;C0022;AS003;1594;;;;
09/04/2021;C0022;AS004;838;;;;
09/04/2021;C0028;AS005;306;;;;
09/04/2021;C0022;AT001;222;;;;
09/04/2021;C0028;AT002;618;;;;
09/04/2021;C0028;CL001;276;;;;
09/04/2021;C0006;CL002;402;;;;
09/04/2021;C0006;CS001;751;;;;
09/04/2021;C0027;CS002;368;;;;
09/04/2021;C0022;CS003;249;;;;
09/04/2021;C0028;CS004;904;;;;
09/04/2021;C0022;AL002;257;;;;
12/04/2021;C0004;AS001;2495;;;;
12/04/2021;C0026;AS002;1043;;;;
12/04/2021;C0004;AS003;737;;;;
12/04/2021;C0004;AS004;581;;;;
12/04/2021;C0004;AS005;467;;;;
12/04/2021;C0004;AT001;349;;;;
12/04/2021;C0026;AT002;685;;;;
12/04/2021;C0004;CL001;339;;;;
12/04/2021;C0004;CL002;203;;;;
12/04/2021;C0026;CS001;260;;;;
12/04/2021;C0004;CS002;1193;;;;
12/04/2021;C0026;CS003;633;;;;
12/04/2021;C0004;CS004;207;;;;
12/04/2021;C0004;AL002;321;;;;
12/04/2021;C0004;AS002;1080;;;;
13/04/2021;C0012;AS003;449;;;;
13/04/2021;C0013;AS004;766;;;;
13/04/2021;C0015;AS005;1354;;;;
13/04/2021;C0027;AT001;1632;;;;
13/04/2021;C0027;AT002;228;;;;
13/04/2021;C0013;CL001;822;;;;
13/04/2021;C0012;CL002;369;;;;
13/04/2021;C0013;CS001;545;;;;
13/04/2021;C0027;CS002;826;;;;
13/04/2021;C0013;CS003;614;;;;
13/04/2021;C0015;CS004;1263;;;;
13/04/2021;C0013;AL002;789;;;;
13/04/2021;C0015;AS001;1024;;;;
13/04/2021;C0027;AS002;972;;;;
13/04/2021;C0015;AS003;817;;;;
13/04/2021;C0015;AS004;490;;;;
13/04/2021;C0013;AS005;471;;;;
14/04/2021;C0024;AT002;647;;;;
14/04/2021;C0009;CL001;603;;;;
14/04/2021;C0019;CL002;548;;;;
14/04/2021;C0009;CS001;810;;;;
14/04/2021;C0019;CS002;749;;;;
14/04/2021;C0024;CS003;407;;;;
14/04/2021;C0019;CS004;816;;;;
14/04/2021;C0024;AL002;1301;;;;
14/04/2021;C0009;AS001;308;;;;
14/04/2021;C0024;AS002;537;;;;
14/04/2021;C0009;AS003;842;;;;
14/04/2021;C0009;AS004;392;;;;
14/04/2021;C0009;AS005;374;;;;
14/04/2021;C0009;AT001;836;;;;
14/04/2021;C0009;AT002;604;;;;
14/04/2021;C0024;CL001;978;;;;
14/04/2021;C0024;CL002;1230;;;;
15/04/2021;C0026;CS001;1035;;;;
15/04/2021;C0028;CS002;512;;;;
15/04/2021;C0018;CS003;923;;;;
15/04/2021;C0009;CS004;270;;;;
15/04/2021;C0028;AL002;826;;;;
15/04/2021;C0018;AS001;340;;;;
15/04/2021;C0018;AS002;443;;;;
15/04/2021;C0028;AS003;1071;;;;
15/04/2021;C0026;AS004;538;;;;
15/04/2021;C0026;AS005;251;;;;
15/04/2021;C0018;AT001;601;;;;
15/04/2021;C0018;AT002;895;;;;
15/04/2021;C0028;CL001;488;;;;
15/04/2021;C0028;CL002;569;;;;
15/04/2021;C0018;CS001;447;;;;
15/04/2021;C0018;CS002;1297;;;;
16/04/2021;C0029;CS004;327;;;;
16/04/2021;C0001;AL002;592;;;;
16/04/2021;C0026;AS001;493;;;;
16/04/2021;C0023;AS002;1138;;;;
16/04/2021;C0001;AS003;1407;;;;
16/04/2021;C0023;AS004;372;;;;
16/04/2021;C0026;AS005;1400;;;;
16/04/2021;C0001;AT001;271;;;;
16/04/2021;C0026;AT002;1587;;;;
16/04/2021;C0026;CL001;389;;;;
16/04/2021;C0023;CL002;507;;;;
16/04/2021;C0023;CS001;714;;;;
16/04/2021;C0026;CS002;372;;;;
16/04/2021;C0029;CS003;1284;;;;
16/04/2021;C0001;CS004;605;;;;
16/04/2021;C0029;AL002;1521;;;;
16/04/2021;C0001;AS001;591;;;;
16/04/2021;C0029;AS002;216;;;;
16/04/2021;C0001;AS004;393;;;;
19/04/2021;C0007;AS005;355;;;;
19/04/2021;C0006;AT001;887;;;;
19/04/2021;C0006;AT002;1670;;;;
19/04/2021;C0006;CL001;414;;;;
19/04/2021;C0006;CL002;322;;;;
19/04/2021;C0006;CS001;541;;;;
19/04/2021;C0007;CS002;393;;;;
19/04/2021;C0006;CS003;1200;;;;
19/04/2021;C0007;CS004;527;;;;
19/04/2021;C0007;AL002;1284;;;;
19/04/2021;C0007;AS001;546;;;;
19/04/2021;C0007;AS002;1187;;;;
19/04/2021;C0007;AS003;546;;;;
19/04/2021;C0006;AS004;1095;;;;
19/04/2021;C0006;AS005;295;;;;
19/04/2021;C0007;AT001;754;;;;
20/04/2021;C0020;CL001;1072;;;;
20/04/2021;C0023;CL002;1722;;;;
20/04/2021;C0020;CS001;1608;;;;
20/04/2021;C0020;CS002;399;;;;
20/04/2021;C0020;CS003;474;;;;
20/04/2021;C0020;CS004;918;;;;
20/04/2021;C0020;AL002;590;;;;
20/04/2021;C0020;AS001;972;;;;
20/04/2021;C0023;AS002;397;;;;
20/04/2021;C0020;AS003;660;;;;
20/04/2021;C0020;AS004;334;;;;
20/04/2021;C0020;AS005;459;;;;
20/04/2021;C0020;AT001;508;;;;
20/04/2021;C0020;AT002;1170;;;;
20/04/2021;C0020;CL002;1180;;;;
20/04/2021;C0023;CS001;1136;;;;
20/04/2021;C0023;CS002;559;;;;
20/04/2021;C0023;CS003;499;;;;
20/04/2021;C0023;CS004;302;;;;
21/04/2021;C0020;AL002;1635;;;;
21/04/2021;C0025;AS001;1348;;;;
21/04/2021;C0015;AS002;1212;;;;
21/04/2021;C0025;AS003;413;;;;
21/04/2021;C0025;AS004;1284;;;;
21/04/2021;C0015;AS005;1150;;;;
21/04/2021;C0020;AT001;144;;;;
21/04/2021;C0025;AT002;443;;;;
21/04/2021;C0015;CL001;141;;;;
21/04/2021;C0025;CL002;1074;;;;
21/04/2021;C0020;CS001;856;;;;
21/04/2021;C0020;CS002;684;;;;
21/04/2021;C0020;CS003;789;;;;
21/04/2021;C0015;CS004;321;;;;
21/04/2021;C0020;AS001;991;;;;
21/04/2021;C0025;AS002;605;;;;
21/04/2021;C0015;AS003;381;;;;
22/04/2021;C0030;AS004;1290;;;;
22/04/2021;C0015;AS005;560;;;;
22/04/2021;C0005;AT001;801;;;;
22/04/2021;C0015;AT002;1154;;;;
22/04/2021;C0030;CL001;293;;;;
22/04/2021;C0030;CL002;650;;;;
22/04/2021;C0030;CS001;722;;;;
22/04/2021;C0030;CS002;362;;;;
22/04/2021;C0015;CS003;1482;;;;
22/04/2021;C0005;CS004;167;;;;
22/04/2021;C0005;AL002;1306;;;;
22/04/2021;C0015;AS001;1415;;;;
22/04/2021;C0015;AS002;416;;;;
22/04/2021;C0005;AS003;802;;;;
22/04/2021;C0015;AS004;805;;;;
22/04/2021;C0030;AS005;997;;;;
23/04/2021;C0007;AT002;916;;;;
23/04/2021;C0004;CL001;780;;;;
23/04/2021;C0004;CL002;456;;;;
23/04/2021;C0007;CS001;923;;;;
23/04/2021;C0004;CS002;300;;;;
23/04/2021;C0007;CS003;957;;;;
23/04/2021;C0004;CS004;451;;;;
23/04/2021;C0007;AL002;649;;;;
23/04/2021;C0007;AS001;713;;;;
23/04/2021;C0007;AS002;344;;;;
23/04/2021;C0004;AS003;1662;;;;
23/04/2021;C0004;AS004;649;;;;
23/04/2021;C0004;AS005;413;;;;
26/04/2021;C0019;AT001;763;;;;
26/04/2021;C0021;AT002;225;;;;
26/04/2021;C0026;CL001;285;;;;
26/04/2021;C0016;CL002;393;;;;
26/04/2021;C0019;CS001;458;;;;
26/04/2021;C0019;CS002;468;;;;
26/04/2021;C0021;CS003;820;;;;
26/04/2021;C0019;CS004;687;;;;
26/04/2021;C0021;AL002;256;;;;
26/04/2021;C0021;AS001;352;;;;
26/04/2021;C0019;AS002;432;;;;
26/04/2021;C0019;AS003;584;;;;
26/04/2021;C0026;AS004;1384;;;;
26/04/2021;C0019;AS005;923;;;;
26/04/2021;C0021;AT001;589;;;;
26/04/2021;C0026;AT002;1463;;;;
27/04/2021;C0025;CL001;2419;;;;
27/04/2021;C0018;CL002;1093;;;;
27/04/2021;C0024;CS001;936;;;;
27/04/2021;C0018;CS002;1036;;;;
27/04/2021;C0018;CS003;1007;;;;
27/04/2021;C0018;CS004;164;;;;
27/04/2021;C0025;AL002;822;;;;
27/04/2021;C0025;AS001;546;;;;
27/04/2021;C0025;AS002;1334;;;;
27/04/2021;C0025;AS003;904;;;;
27/04/2021;C0024;AS004;644;;;;
27/04/2021;C0018;AS005;231;;;;
27/04/2021;C0018;AT001;271;;;;
27/04/2021;C0024;AT002;1159;;;;
27/04/2021;C0024;CL002;356;;;;
27/04/2021;C0018;CS001;1423;;;;
28/04/2021;C0030;CS002;319;;;;
28/04/2021;C0025;CS003;1016;;;;
28/04/2021;C0005;CS004;279;;;;
28/04/2021;C0005;AL002;789;;;;
28/04/2021;C0030;AS001;532;;;;
28/04/2021;C0030;AS002;515;;;;
28/04/2021;C0030;AS003;848;;;;
28/04/2021;C0005;AS004;629;;;;
28/04/2021;C0005;AS005;1185;;;;
28/04/2021;C0030;AT001;287;;;;
28/04/2021;C0030;AT002;746;;;;
28/04/2021;C0025;CL001;519;;;;
28/04/2021;C0025;CL002;435;;;;
28/04/2021;C0030;CS001;542;;;;
28/04/2021;C0005;CS002;1360;;;;
29/04/2021;C0025;CS003;630;;;;
29/04/2021;C0016;CS004;1184;;;;
29/04/2021;C0017;AL002;1018;;;;
29/04/2021;C0017;AS001;962;;;;
29/04/2021;C0025;AS002;275;;;;
29/04/2021;C0017;AS003;1166;;;;
29/04/2021;C0025;AS004;437;;;;
29/04/2021;C0017;AS005;283;;;;
29/04/2021;C0017;AT001;1005;;;;
29/04/2021;C0017;AT002;524;;;;
29/04/2021;C0017;CL001;1953;;;;
29/04/2021;C0025;CL002;496;;;;
30/04/2021;C0008;CS001;963;;;;
30/04/2021;C0007;CS002;159;;;;
30/04/2021;C0007;CS003;808;;;;
30/04/2021;C0007;CS004;937;;;;
30/04/2021;C0008;AL002;696;;;;
30/04/2021;C0007;AS001;370;;;;
30/04/2021;C0007;AS002;550;;;;
30/04/2021;C0008;AS003;592;;;;
30/04/2021;C0008;AS004;792;;;;
30/04/2021;C0008;AS005;365;;;;
30/04/2021;C0008;AT001;266;;;;
30/04/2021;C0007;AT002;1185;;;;
30/04/2021;C0008;CL001;568;;;;
30/04/2021;C0008;CL002;361;;;;
03/05/2021;C0009;AS001;1547;;;;
03/05/2021;C0015;AS002;2266;;;;
03/05/2021;C0015;AS003;737;;;;
03/05/2021;C0009;AS004;1655;;;;
03/05/2021;C0015;AS005;949;;;;
03/05/2021;C0009;AT001;193;;;;
03/05/2021;C0015;AT002;447;;;;
03/05/2021;C0009;CL001;1714;;;;
03/05/2021;C0009;CL002;1203;;;;
03/05/2021;C0015;CS001;294;;;;
03/05/2021;C0009;CS002;512;;;;
03/05/2021;C0015;CS003;1763;;;;
03/05/2021;C0009;CS004;1118;;;;
03/05/2021;C0009;CT001;318;;;;
03/05/2021;C0009;CT002;1396;;;;
04/05/2021;C0015;AS004;233;;;;
04/05/2021;C0030;AS005;829;;;;
04/05/2021;C0005;AT001;412;;;;
04/05/2021;C0015;AT002;861;;;;
04/05/2021;C0005;CL001;251;;;;
04/05/2021;C0015;CL002;405;;;;
04/05/2021;C0005;CS001;134;;;;
04/05/2021;C0005;CS002;533;;;;
04/05/2021;C0015;CS003;262;;;;
04/05/2021;C0015;CS004;569;;;;
04/05/2021;C0030;CT001;1110;;;;
04/05/2021;C0015;CT002;1153;;;;
04/05/2021;C0005;AS001;533;;;;
04/05/2021;C0005;AS002;747;;;;
04/05/2021;C0030;AS003;1338;;;;
04/05/2021;C0005;AS004;1015;;;;
04/05/2021;C0005;AS005;997;;;;
04/05/2021;C0030;AT001;482;;;;
04/05/2021;C0030;CL001;613;;;;
05/05/2021;C0007;CL002;821;;;;
05/05/2021;C0010;CS001;1331;;;;
05/05/2021;C0007;CS002;1385;;;;
05/05/2021;C0010;CS003;581;;;;
05/05/2021;C0007;CS004;1179;;;;
05/05/2021;C0007;CT001;1083;;;;
05/05/2021;C0007;CT002;792;;;;
05/05/2021;C0010;AS001;1786;;;;
05/05/2021;C0007;AS002;1035;;;;
05/05/2021;C0007;AS003;730;;;;
05/05/2021;C0010;AS004;361;;;;
05/05/2021;C0007;AS005;857;;;;
05/05/2021;C0007;AT001;202;;;;
05/05/2021;C0010;AT002;1173;;;;
05/05/2021;C0010;CL001;921;;;;
05/05/2021;C0010;CL002;802;;;;
05/05/2021;C0007;CS001;571;;;;
06/05/2021;C0024;CS002;973;;;;
06/05/2021;C0004;CS003;320;;;;
06/05/2021;C0020;CS004;1010;;;;
06/05/2021;C0020;CT001;800;;;;
06/05/2021;C0024;CT002;664;;;;
06/05/2021;C0020;AS001;748;;;;
06/05/2021;C0024;AS002;744;;;;
06/05/2021;C0024;AS003;550;;;;
06/05/2021;C0004;AS004;1187;;;;
06/05/2021;C0004;AS005;271;;;;
06/05/2021;C0020;AT001;1111;;;;
06/05/2021;C0020;AT002;237;;;;
06/05/2021;C0004;CL001;646;;;;
06/05/2021;C0020;CL002;787;;;;
06/05/2021;C0024;CS001;711;;;;
06/05/2021;C0020;CS002;1031;;;;
06/05/2021;C0020;CS003;679;;;;
06/05/2021;C0004;CS004;163;;;;
06/05/2021;C0004;CT001;384;;;;
06/05/2021;C0004;CT002;445;;;;
07/05/2021;C0030;AS001;1231;;;;
07/05/2021;C0011;AS002;682;;;;
07/05/2021;C0014;AS003;521;;;;
07/05/2021;C0020;AS004;583;;;;
07/05/2021;C0030;AS005;487;;;;
07/05/2021;C0020;AT001;1488;;;;
07/05/2021;C0030;AT002;329;;;;
07/05/2021;C0014;CL001;802;;;;
07/05/2021;C0011;CL002;839;;;;
07/05/2021;C0011;CS001;429;;;;
07/05/2021;C0014;CS002;724;;;;
07/05/2021;C0030;CS003;943;;;;
07/05/2021;C0011;CS004;1698;;;;
07/05/2021;C0020;CT001;1470;;;;
07/05/2021;C0014;CT002;643;;;;
10/05/2021;C0025;AS001;824;;;;
10/05/2021;C0008;AS002;740;;;;
10/05/2021;C0025;AS003;1224;;;;
10/05/2021;C0025;AS004;1709;;;;
10/05/2021;C0008;AS005;515;;;;
10/05/2021;C0008;AT001;422;;;;
10/05/2021;C0008;AT002;909;;;;
10/05/2021;C0025;CL001;1047;;;;
10/05/2021;C0025;CL002;459;;;;
10/05/2021;C0008;CS001;1052;;;;
10/05/2021;C0025;CS002;205;;;;
10/05/2021;C0025;CS003;290;;;;
10/05/2021;C0008;CS004;656;;;;
10/05/2021;C0008;CT001;677;;;;
10/05/2021;C0025;CT002;340;;;;
10/05/2021;C0008;AS001;541;;;;
10/05/2021;C0008;AS003;397;;;;
10/05/2021;C0025;AS005;464;;;;
11/05/2021;C0021;AT001;884;;;;
11/05/2021;C0028;AT002;785;;;;
11/05/2021;C0009;CL001;535;;;;
11/05/2021;C0003;CL002;238;;;;
11/05/2021;C0028;CS001;327;;;;
11/05/2021;C0009;CS002;826;;;;
11/05/2021;C0003;CS003;812;;;;
11/05/2021;C0021;CS004;722;;;;
11/05/2021;C0003;CT001;348;;;;
11/05/2021;C0003;CT002;349;;;;
11/05/2021;C0003;AS001;1388;;;;
11/05/2021;C0021;AS002;769;;;;
11/05/2021;C0021;AS003;567;;;;
11/05/2021;C0009;AS004;741;;;;
11/05/2021;C0021;AS005;669;;;;
12/05/2021;C0001;AT001;490;;;;
12/05/2021;C0027;AT002;1217;;;;
12/05/2021;C0014;CL001;725;;;;
12/05/2021;C0014;CL002;866;;;;
12/05/2021;C0001;CS001;514;;;;
12/05/2021;C0014;CS002;629;;;;
12/05/2021;C0027;CS003;395;;;;
12/05/2021;C0014;CS004;1014;;;;
12/05/2021;C0027;CT001;1032;;;;
12/05/2021;C0001;CT002;295;;;;
12/05/2021;C0027;AS001;758;;;;
12/05/2021;C0014;AS002;955;;;;
13/05/2021;C0012;AS003;944;;;;
13/05/2021;C0003;AS004;560;;;;
13/05/2021;C0003;AS005;708;;;;
13/05/2021;C0012;AT001;1147;;;;
13/05/2021;C0012;AT002;1025;;;;
13/05/2021;C0003;CL001;313;;;;
13/05/2021;C0012;CL002;958;;;;
13/05/2021;C0003;CS001;360;;;;
13/05/2021;C0012;CS002;680;;;;
13/05/2021;C0003;CS003;519;;;;
13/05/2021;C0012;CS004;673;;;;
13/05/2021;C0003;CT001;886;;;;
13/05/2021;C0003;CT002;692;;;;
13/05/2021;C0003;AS001;943;;;;
13/05/2021;C0012;AS002;457;;;;
13/05/2021;C0003;AS003;596;;;;
14/05/2021;C0016;AS004;1600;;;;
14/05/2021;C0025;AS005;620;;;;
14/05/2021;C0025;AT001;1334;;;;
14/05/2021;C0025;AT002;2413;;;;
14/05/2021;C0016;CL001;381;;;;
14/05/2021;C0025;CL002;519;;;;
14/05/2021;C0025;CS001;614;;;;
14/05/2021;C0025;CS002;482;;;;
14/05/2021;C0016;CS003;664;;;;
14/05/2021;C0025;CS004;405;;;;
14/05/2021;C0025;CT001;556;;;;
14/05/2021;C0025;CT002;419;;;;
14/05/2021;C0025;AS001;1252;;;;
14/05/2021;C0025;AS002;1394;;;;
14/05/2021;C0025;AS003;983;;;;
14/05/2021;C0025;CL001;622;;;;
17/05/2021;C0008;CL002;557;;;;
17/05/2021;C0020;CS001;1026;;;;
17/05/2021;C0008;CS002;334;;;;
17/05/2021;C0008;CS003;658;;;;
17/05/2021;C0008;CS004;1252;;;;
17/05/2021;C0008;CT001;352;;;;
17/05/2021;C0020;CT002;411;;;;
17/05/2021;C0008;AS001;1270;;;;
17/05/2021;C0020;AS002;693;;;;
17/05/2021;C0020;AS003;377;;;;
17/05/2021;C0020;AS004;303;;;;
17/05/2021;C0008;AS005;474;;;;
17/05/2021;C0008;AT001;545;;;;
17/05/2021;C0020;AT002;1061;;;;
17/05/2021;C0020;CL001;460;;;;
17/05/2021;C0020;CL002;791;;;;
17/05/2021;C0020;CS002;872;;;;
18/05/2021;C0024;CS003;931;;;;
18/05/2021;C0026;CS004;878;;;;
18/05/2021;C0024;CT001;1126;;;;
18/05/2021;C0026;CT002;677;;;;
18/05/2021;C0026;AS001;1119;;;;
18/05/2021;C0024;AS002;275;;;;
18/05/2021;C0024;AS003;423;;;;
18/05/2021;C0026;AS004;410;;;;
18/05/2021;C0026;AS005;1341;;;;
18/05/2021;C0026;AT001;504;;;;
18/05/2021;C0024;AT002;479;;;;
18/05/2021;C0026;CL001;254;;;;
18/05/2021;C0026;CL002;885;;;;
18/05/2021;C0024;CS001;489;;;;
18/05/2021;C0024;CS002;242;;;;
18/05/2021;C0026;CS003;902;;;;
19/05/2021;C0026;CS004;1488;;;;
19/05/2021;C0008;CT001;617;;;;
19/05/2021;C0012;CT002;474;;;;
19/05/2021;C0026;AS001;751;;;;
19/05/2021;C0008;AS002;753;;;;
19/05/2021;C0026;AS003;362;;;;
19/05/2021;C0026;AS004;808;;;;
19/05/2021;C0008;AS005;432;;;;
19/05/2021;C0008;AT001;657;;;;
19/05/2021;C0026;AT002;1224;;;;
19/05/2021;C0008;CL001;357;;;;
19/05/2021;C0026;CL002;704;;;;
19/05/2021;C0026;CS001;1471;;;;
19/05/2021;C0012;CS002;896;;;;
19/05/2021;C0008;CS003;606;;;;
19/05/2021;C0008;CT002;405;;;;
19/05/2021;C0008;AS001;491;;;;
20/05/2021;C0024;AS002;702;;;;
20/05/2021;C0004;AS003;831;;;;
20/05/2021;C0027;AS004;509;;;;
20/05/2021;C0014;AS005;747;;;;
20/05/2021;C0024;AT001;470;;;;
20/05/2021;C0014;AT002;723;;;;
20/05/2021;C0024;CL001;787;;;;
20/05/2021;C0024;CL002;662;;;;
20/05/2021;C0014;CS001;1542;;;;
20/05/2021;C0027;CS002;639;;;;
20/05/2021;C0004;CS003;1262;;;;
20/05/2021;C0027;CS004;260;;;;
20/05/2021;C0014;CT001;482;;;;
21/05/2021;C0011;CT002;1096;;;;
21/05/2021;C0003;AS001;584;;;;
21/05/2021;C0003;AS002;292;;;;
21/05/2021;C0011;AS003;1103;;;;
21/05/2021;C0011;AS004;577;;;;
21/05/2021;C0003;AS005;588;;;;
21/05/2021;C0011;AT001;1654;;;;
21/05/2021;C0003;AT002;272;;;;
21/05/2021;C0003;CL001;162;;;;
21/05/2021;C0011;CL002;447;;;;
21/05/2021;C0011;CS001;633;;;;
21/05/2021;C0011;CS002;311;;;;
24/05/2021;C0021;CS003;405;;;;
24/05/2021;C0004;CS004;1172;;;;
24/05/2021;C0002;CT001;494;;;;
24/05/2021;C0004;CT002;893;;;;
24/05/2021;C0021;AS001;231;;;;
24/05/2021;C0002;AS002;942;;;;
24/05/2021;C0004;AS003;511;;;;
24/05/2021;C0021;AS004;835;;;;
24/05/2021;C0002;AS005;1121;;;;
24/05/2021;C0021;AT001;477;;;;
24/05/2021;C0002;AT002;270;;;;
24/05/2021;C0021;CL001;348;;;;
24/05/2021;C0021;CL002;943;;;;
24/05/2021;C0002;CS001;1001;;;;
24/05/2021;C0002;CS002;712;;;;
24/05/2021;C0002;CS003;504;;;;
24/05/2021;C0021;CT001;570;;;;
24/05/2021;C0021;CT002;406;;;;
25/05/2021;C0022;AS001;1059;;;;
25/05/2021;C0021;AS002;898;;;;
25/05/2021;C0011;AS003;194;;;;
25/05/2021;C0011;AS004;430;;;;
25/05/2021;C0021;AS005;699;;;;
25/05/2021;C0011;AT001;372;;;;
25/05/2021;C0021;AT002;1200;;;;
25/05/2021;C0021;CL001;1031;;;;
25/05/2021;C0022;CL002;970;;;;
25/05/2021;C0021;CS001;562;;;;
25/05/2021;C0022;CS002;1562;;;;
25/05/2021;C0022;CS003;659;;;;
25/05/2021;C0011;CS004;607;;;;
25/05/2021;C0022;CT001;595;;;;
25/05/2021;C0022;CT002;819;;;;
25/05/2021;C0022;AS002;232;;;;
26/05/2021;C0008;AS003;746;;;;
26/05/2021;C0030;AS004;321;;;;
26/05/2021;C0013;AS005;340;;;;
26/05/2021;C0004;AT001;242;;;;
26/05/2021;C0013;AT002;439;;;;
26/05/2021;C0008;CL001;218;;;;
26/05/2021;C0008;CL002;556;;;;
26/05/2021;C0013;CS001;517;;;;
26/05/2021;C0013;CS002;392;;;;
26/05/2021;C0013;CS003;680;;;;
26/05/2021;C0013;CS004;299;;;;
26/05/2021;C0013;CT001;935;;;;
26/05/2021;C0030;CT002;363;;;;
26/05/2021;C0030;AS001;974;;;;
26/05/2021;C0004;AS002;429;;;;
26/05/2021;C0013;AS003;218;;;;
26/05/2021;C0008;AS004;1000;;;;
26/05/2021;C0030;AS005;1250;;;;
27/05/2021;C0019;AT001;738;;;;
27/05/2021;C0012;AT002;468;;;;
27/05/2021;C0012;CL001;1112;;;;
27/05/2021;C0012;CL002;760;;;;
27/05/2021;C0019;CS001;1449;;;;
27/05/2021;C0019;CS002;883;;;;
27/05/2021;C0012;CS003;956;;;;
27/05/2021;C0012;CS004;179;;;;
27/05/2021;C0012;CT001;357;;;;
27/05/2021;C0012;CT002;1344;;;;
27/05/2021;C0012;AS001;922;;;;
27/05/2021;C0012;AS002;685;;;;
27/05/2021;C0019;AS003;810;;;;
27/05/2021;C0019;AS004;870;;;;
27/05/2021;C0019;AS005;1165;;;;
27/05/2021;C0012;AT001;1467;;;;
27/05/2021;C0019;AT002;275;;;;
27/05/2021;C0019;CL001;1290;;;;
28/05/2021;C0005;CL002;968;;;;
28/05/2021;C0017;CS001;662;;;;
28/05/2021;C0024;CS002;1276;;;;
28/05/2021;C0005;CS003;500;;;;
28/05/2021;C0024;CS004;742;;;;
28/05/2021;C0017;CT001;319;;;;
28/05/2021;C0005;CT002;496;;;;
28/05/2021;C0005;AS001;852;;;;
28/05/2021;C0017;AS002;431;;;;
28/05/2021;C0024;AS003;971;;;;
28/05/2021;C0005;AS004;272;;;;
28/05/2021;C0017;AS005;626;;;;
28/05/2021;C0017;AT001;1511;;;;
28/05/2021;C0017;AT002;1033;;;;
28/05/2021;C0024;CL001;1561;;;;
28/05/2021;C0017;CL002;1407;;;;
28/05/2021;C0024;CS001;327;;;;
28/05/2021;C0017;CS003;415;;;;
